Gear ID,4982,Type,Primary Material,Secondary Material,Background,Rarity,Normalized Rarity,Price,Final Price
886,x,Dagger,Vulcanic,Maple,Candy Land,6.78E+01,4.59,55,55 STX
887,x,Dagger,Vulcanic,Maple,Nirvana,2.68E+02,18.17,190,190 STX
888,,Dagger,Vulcanic,Birch,Woodland,6.15E+01,4.17,50,50 STX
889,,Dagger,Vulcanic,Birch,Swamp,5.60E+01,3.79,50,50 STX
890,,Dagger,Vulcanic,Birch,Ocean,5.34E+01,3.62,45,45 STX
891,,Dagger,Vulcanic,Birch,Mines,5.71E+01,3.87,50,50 STX
892,x,Dagger,Vulcanic,Birch,Candy Land,6.62E+01,4.49,55,55 STX
893,x,Dagger,Vulcanic,Birch,Nirvana,2.62E+02,17.76,190,190 STX
894,,Dagger,Vulcanic,Ebony,Woodland,6.22E+01,4.22,50,50 STX
895,,Dagger,Vulcanic,Ebony,Swamp,5.66E+01,3.84,50,50 STX
896,,Dagger,Vulcanic,Ebony,Ocean,5.40E+01,3.66,45,45 STX
897,,Dagger,Vulcanic,Ebony,Mines,5.78E+01,3.92,50,50 STX
898,x,Dagger,Vulcanic,Ebony,Candy Land,6.70E+01,4.54,55,55 STX
899,x,Dagger,Vulcanic,Ebony,Nirvana,2.65E+02,17.97,190,190 STX
900,,Dagger,Steel,Oak,Woodland,6.75E+02,45.76,470,470 STX
901,,Dagger,Steel,Oak,Swamp,6.14E+02,41.64,425,425 STX
902,,Dagger,Steel,Oak,Ocean,5.86E+02,39.72,405,405 STX
903,,Dagger,Steel,Oak,Mines,6.27E+02,42.50,435,435 STX
904,,Dagger,Steel,Oak,Candy Land,7.27E+02,49.28,505,505 STX
905,x,Dagger,Steel,Oak,Nirvana,2.88E+03,195.01,1960,1960 STX
906,,Dagger,Steel,Cherry,Woodland,2.69E+01,1.82,30,30 STX
907,,Dagger,Steel,Cherry,Swamp,2.45E+01,1.66,25,25 STX
908,,Dagger,Steel,Cherry,Ocean,2.33E+01,1.58,25,25 STX
909,,Dagger,Steel,Cherry,Mines,2.50E+01,1.69,25,25 STX
910,,Dagger,Steel,Cherry,Candy Land,2.90E+01,1.96,30,30 STX
911,x,Dagger,Steel,Cherry,Nirvana,1.15E+02,7.77,90,90 STX
912,,Dagger,Steel,Maple,Woodland,2.62E+01,1.78,30,30 STX
913,,Dagger,Steel,Maple,Swamp,2.39E+01,1.62,25,25 STX
914,,Dagger,Steel,Maple,Ocean,2.28E+01,1.54,25,25 STX
915,,Dagger,Steel,Maple,Mines,2.44E+01,1.65,25,25 STX
916,,Dagger,Steel,Maple,Candy Land,2.82E+01,1.91,30,30 STX
917,x,Dagger,Steel,Maple,Nirvana,1.12E+02,7.58,85,85 STX
918,,Dagger,Steel,Birch,Woodland,2.56E+01,1.74,25,25 STX
919,,Dagger,Steel,Birch,Swamp,2.33E+01,1.58,25,25 STX
920,,Dagger,Steel,Birch,Ocean,2.23E+01,1.51,25,25 STX
921,,Dagger,Steel,Birch,Mines,2.38E+01,1.61,25,25 STX
922,,Dagger,Steel,Birch,Candy Land,2.76E+01,1.87,30,30 STX
923,x,Dagger,Steel,Birch,Nirvana,1.09E+02,7.41,85,85 STX
924,,Dagger,Steel,Ebony,Woodland,2.59E+01,1.76,30,30 STX
925,,Dagger,Steel,Ebony,Swamp,2.36E+01,1.60,25,25 STX
926,,Dagger,Steel,Ebony,Ocean,2.25E+01,1.53,25,25 STX
927,,Dagger,Steel,Ebony,Mines,2.41E+01,1.63,25,25 STX
928,,Dagger,Steel,Ebony,Candy Land,2.79E+01,1.89,30,30 STX
929,x,Dagger,Steel,Ebony,Nirvana,1.10E+02,7.49,85,85 STX
930,,Dagger,Black,Oak,Woodland,6.74E+02,45.67,465,465 STX
931,,Dagger,Black,Oak,Swamp,6.13E+02,41.55,425,425 STX
932,,Dagger,Black,Oak,Ocean,5.85E+02,39.64,405,405 STX
933,,Dagger,Black,Oak,Mines,6.26E+02,42.42,435,435 STX
934,,Dagger,Black,Oak,Candy Land,7.26E+02,49.18,500,500 STX
935,x,Dagger,Black,Oak,Nirvana,2.87E+03,194.62,1955,1955 STX
936,,Dagger,Black,Cherry,Woodland,2.69E+01,1.82,30,30 STX
937,,Dagger,Black,Cherry,Swamp,2.44E+01,1.66,25,25 STX
938,,Dagger,Black,Cherry,Ocean,2.33E+01,1.58,25,25 STX
939,,Dagger,Black,Cherry,Mines,2.49E+01,1.69,25,25 STX
940,,Dagger,Black,Cherry,Candy Land,2.89E+01,1.96,30,30 STX
941,x,Dagger,Black,Cherry,Nirvana,1.14E+02,7.76,90,90 STX
942,,Dagger,Black,Maple,Woodland,2.62E+01,1.77,30,30 STX
943,,Dagger,Black,Maple,Swamp,2.38E+01,1.61,25,25 STX
944,,Dagger,Black,Maple,Ocean,2.27E+01,1.54,25,25 STX
945,,Dagger,Black,Maple,Mines,2.43E+01,1.65,25,25 STX
946,,Dagger,Black,Maple,Candy Land,2.82E+01,1.91,30,30 STX
947,x,Dagger,Black,Maple,Nirvana,1.12E+02,7.56,85,85 STX
948,,Dagger,Black,Birch,Woodland,2.56E+01,1.73,25,25 STX
949,,Dagger,Black,Birch,Swamp,2.33E+01,1.58,25,25 STX
950,,Dagger,Black,Birch,Ocean,2.22E+01,1.51,25,25 STX
951,,Dagger,Black,Birch,Mines,2.38E+01,1.61,25,25 STX
952,,Dagger,Black,Birch,Candy Land,2.76E+01,1.87,30,30 STX
953,x,Dagger,Black,Birch,Nirvana,1.09E+02,7.39,85,85 STX
954,,Dagger,Black,Ebony,Woodland,2.59E+01,1.75,30,30 STX
955,,Dagger,Black,Ebony,Swamp,2.35E+01,1.60,25,25 STX
956,,Dagger,Black,Ebony,Ocean,2.25E+01,1.52,25,25 STX
957,,Dagger,Black,Ebony,Mines,2.40E+01,1.63,25,25 STX
958,,Dagger,Black,Ebony,Candy Land,2.79E+01,1.89,30,30 STX
959,x,Dagger,Black,Ebony,Nirvana,1.10E+02,7.48,85,85 STX
960,,Dagger,Mithril,Oak,Woodland,6.41E+02,43.44,445,445 STX
961,,Dagger,Mithril,Oak,Swamp,5.83E+02,39.52,405,405 STX
962,,Dagger,Mithril,Oak,Ocean,5.56E+02,37.70,385,385 STX
963,,Dagger,Mithril,Oak,Mines,5.95E+02,40.35,415,415 STX
964,,Dagger,Mithril,Oak,Candy Land,6.90E+02,46.78,480,480 STX
965,x,Dagger,Mithril,Oak,Nirvana,2.73E+03,185.12,1860,1860 STX
966,,Dagger,Mithril,Cherry,Woodland,2.55E+01,1.73,25,25 STX
967,,Dagger,Mithril,Cherry,Swamp,2.32E+01,1.58,25,25 STX
968,,Dagger,Mithril,Cherry,Ocean,2.22E+01,1.50,25,25 STX
969,,Dagger,Mithril,Cherry,Mines,2.37E+01,1.61,25,25 STX
970,,Dagger,Mithril,Cherry,Candy Land,2.75E+01,1.86,30,30 STX
971,x,Dagger,Mithril,Cherry,Nirvana,1.09E+02,7.38,85,85 STX
972,,Dagger,Mithril,Maple,Woodland,2.49E+01,1.69,25,25 STX
973,,Dagger,Mithril,Maple,Swamp,2.27E+01,1.54,25,25 STX
974,,Dagger,Mithril,Maple,Ocean,2.16E+01,1.46,25,25 STX
975,,Dagger,Mithril,Maple,Mines,2.31E+01,1.57,25,25 STX
976,,Dagger,Mithril,Maple,Candy Land,2.68E+01,1.82,30,30 STX
977,x,Dagger,Mithril,Maple,Nirvana,1.06E+02,7.19,80,80 STX
978,,Dagger,Mithril,Birch,Woodland,2.43E+01,1.65,25,25 STX
979,,Dagger,Mithril,Birch,Swamp,2.21E+01,1.50,25,25 STX
980,,Dagger,Mithril,Birch,Ocean,2.11E+01,1.43,25,25 STX
981,,Dagger,Mithril,Birch,Mines,2.26E+01,1.53,25,25 STX
982,,Dagger,Mithril,Birch,Candy Land,2.62E+01,1.78,30,30 STX
983,x,Dagger,Mithril,Birch,Nirvana,1.04E+02,7.03,80,80 STX
984,,Dagger,Mithril,Ebony,Woodland,2.46E+01,1.67,25,25 STX
985,,Dagger,Mithril,Ebony,Swamp,2.24E+01,1.52,25,25 STX
986,,Dagger,Mithril,Ebony,Ocean,2.14E+01,1.45,25,25 STX
987,,Dagger,Mithril,Ebony,Mines,2.29E+01,1.55,25,25 STX
988,,Dagger,Mithril,Ebony,Candy Land,2.65E+01,1.80,30,30 STX
989,x,Dagger,Mithril,Ebony,Nirvana,1.05E+02,7.11,80,80 STX
990,x,Dagger,Adamantite,Oak,Woodland,9.19E+02,62.31,635,635 STX
991,,Dagger,Adamantite,Oak,Swamp,8.36E+02,56.69,575,575 STX
992,,Dagger,Adamantite,Oak,Ocean,7.98E+02,54.08,550,550 STX
993,,Dagger,Adamantite,Oak,Mines,8.54E+02,57.87,590,590 STX
994,,Dagger,Adamantite,Oak,Candy Land,9.90E+02,67.10,680,680 STX
995,x,Dagger,Adamantite,Oak,Nirvana,3.92E+03,265.52,2665,2665 STX
996,x,Dagger,Adamantite,Cherry,Woodland,3.66E+01,2.48,35,35 STX
997,,Dagger,Adamantite,Cherry,Swamp,3.33E+01,2.26,35,35 STX
998,,Dagger,Adamantite,Cherry,Ocean,3.18E+01,2.16,30,30 STX
999,,Dagger,Adamantite,Cherry,Mines,3.40E+01,2.31,35,35 STX
1000,,Dagger,Adamantite,Cherry,Candy Land,3.94E+01,2.67,35,35 STX
1001,x,Dagger,Adamantite,Cherry,Nirvana,1.56E+02,10.58,115,115 STX
1002,x,Dagger,Adamantite,Maple,Woodland,3.57E+01,2.42,35,35 STX
1003,,Dagger,Adamantite,Maple,Swamp,3.25E+01,2.20,30,30 STX
1004,,Dagger,Adamantite,Maple,Ocean,3.10E+01,2.10,30,30 STX
1005,,Dagger,Adamantite,Maple,Mines,3.32E+01,2.25,30,30 STX
1006,,Dagger,Adamantite,Maple,Candy Land,3.85E+01,2.61,35,35 STX
1007,x,Dagger,Adamantite,Maple,Nirvana,1.52E+02,10.32,115,115 STX
1008,x,Dagger,Adamantite,Birch,Woodland,3.49E+01,2.37,35,35 STX
1009,,Dagger,Adamantite,Birch,Swamp,3.18E+01,2.15,30,30 STX
1010,,Dagger,Adamantite,Birch,Ocean,3.03E+01,2.05,30,30 STX
1011,,Dagger,Adamantite,Birch,Mines,3.24E+01,2.20,30,30 STX
1012,,Dagger,Adamantite,Birch,Candy Land,3.76E+01,2.55,35,35 STX
1013,x,Dagger,Adamantite,Birch,Nirvana,1.49E+02,10.08,110,110 STX
1014,x,Dagger,Adamantite,Ebony,Woodland,3.53E+01,2.39,35,35 STX
1015,,Dagger,Adamantite,Ebony,Swamp,3.21E+01,2.18,30,30 STX
1016,,Dagger,Adamantite,Ebony,Ocean,3.06E+01,2.08,30,30 STX
1017,,Dagger,Adamantite,Ebony,Mines,3.28E+01,2.22,30,30 STX
1018,,Dagger,Adamantite,Ebony,Candy Land,3.80E+01,2.58,35,35 STX
1019,x,Dagger,Adamantite,Ebony,Nirvana,1.50E+02,10.20,110,110 STX
1020,,Dagger,Dragon Scale,Oak,Woodland,7.90E+02,53.53,545,545 STX
1021,,Dagger,Dragon Scale,Oak,Swamp,7.18E+02,48.70,495,495 STX
1022,,Dagger,Dragon Scale,Oak,Ocean,6.85E+02,46.45,475,475 STX
1023,,Dagger,Dragon Scale,Oak,Mines,7.33E+02,49.71,505,505 STX
1024,,Dagger,Dragon Scale,Oak,Candy Land,8.50E+02,57.64,585,585 STX
1025,x,Dagger,Dragon Scale,Oak,Nirvana,3.36E+03,228.09,2290,2290 STX
1026,,Dagger,Dragon Scale,Cherry,Woodland,3.15E+01,2.13,30,30 STX
1027,,Dagger,Dragon Scale,Cherry,Swamp,2.86E+01,1.94,30,30 STX
1028,,Dagger,Dragon Scale,Cherry,Ocean,2.73E+01,1.85,30,30 STX
1029,,Dagger,Dragon Scale,Cherry,Mines,2.92E+01,1.98,30,30 STX
1030,,Dagger,Dragon Scale,Cherry,Candy Land,3.39E+01,2.30,35,35 STX
1031,x,Dagger,Dragon Scale,Cherry,Nirvana,1.34E+02,9.09,100,100 STX
1032,,Dagger,Dragon Scale,Maple,Woodland,3.07E+01,2.08,30,30 STX
1033,,Dagger,Dragon Scale,Maple,Swamp,2.79E+01,1.89,30,30 STX
1034,,Dagger,Dragon Scale,Maple,Ocean,2.66E+01,1.81,30,30 STX
1035,,Dagger,Dragon Scale,Maple,Mines,2.85E+01,1.93,30,30 STX
1036,,Dagger,Dragon Scale,Maple,Candy Land,3.30E+01,2.24,30,30 STX
1037,x,Dagger,Dragon Scale,Maple,Nirvana,1.31E+02,8.86,100,100 STX
1038,,Dagger,Dragon Scale,Birch,Woodland,3.00E+01,2.03,30,30 STX
1039,,Dagger,Dragon Scale,Birch,Swamp,2.73E+01,1.85,30,30 STX
1040,,Dagger,Dragon Scale,Birch,Ocean,2.60E+01,1.76,30,30 STX
1041,,Dagger,Dragon Scale,Birch,Mines,2.79E+01,1.89,30,30 STX
1042,,Dagger,Dragon Scale,Birch,Candy Land,3.23E+01,2.19,30,30 STX
1043,x,Dagger,Dragon Scale,Birch,Nirvana,1.28E+02,8.66,95,95 STX
1044,,Dagger,Dragon Scale,Ebony,Woodland,3.03E+01,2.06,30,30 STX
1045,,Dagger,Dragon Scale,Ebony,Swamp,2.76E+01,1.87,30,30 STX
1046,,Dagger,Dragon Scale,Ebony,Ocean,2.63E+01,1.78,30,30 STX
1047,,Dagger,Dragon Scale,Ebony,Mines,2.82E+01,1.91,30,30 STX
1048,,Dagger,Dragon Scale,Ebony,Candy Land,3.27E+01,2.21,30,30 STX
1049,x,Dagger,Dragon Scale,Ebony,Nirvana,1.29E+02,8.76,100,100 STX
1050,,Shortsword,Iron,Oak,Woodland,5.60E+02,37.93,390,390 STX
1051,,Shortsword,Iron,Oak,Swamp,5.09E+02,34.51,355,355 STX
1052,,Shortsword,Iron,Oak,Ocean,4.86E+02,32.92,340,340 STX
1053,,Shortsword,Iron,Oak,Mines,5.20E+02,35.23,360,360 STX
1054,,Shortsword,Iron,Oak,Candy Land,6.03E+02,40.85,420,420 STX
1055,,Shortsword,Iron,Oak,Nirvana,2.38E+03,161.64,1625,1625 STX
1056,,Shortsword,Iron,Cherry,Woodland,2.23E+01,1.51,25,25 STX
1057,,Shortsword,Iron,Cherry,Swamp,2.03E+01,1.38,25,25 STX
1058,,Shortsword,Iron,Cherry,Ocean,1.94E+01,1.31,25,25 STX
1059,,Shortsword,Iron,Cherry,Mines,2.07E+01,1.40,25,25 STX
1060,,Shortsword,Iron,Cherry,Candy Land,2.40E+01,1.63,25,25 STX
1061,,Shortsword,Iron,Cherry,Nirvana,9.50E+01,6.44,75,75 STX
1062,,Shortsword,Iron,Maple,Woodland,2.17E+01,1.47,25,25 STX
1063,,Shortsword,Iron,Maple,Swamp,1.98E+01,1.34,25,25 STX
1064,,Shortsword,Iron,Maple,Ocean,1.89E+01,1.28,25,25 STX
1065,,Shortsword,Iron,Maple,Mines,2.02E+01,1.37,25,25 STX
1066,,Shortsword,Iron,Maple,Candy Land,2.34E+01,1.59,25,25 STX
1067,,Shortsword,Iron,Maple,Nirvana,9.27E+01,6.28,75,75 STX
1068,,Shortsword,Iron,Birch,Woodland,2.13E+01,1.44,25,25 STX
1069,,Shortsword,Iron,Birch,Swamp,1.93E+01,1.31,25,25 STX
1070,,Shortsword,Iron,Birch,Ocean,1.84E+01,1.25,25,25 STX
1071,,Shortsword,Iron,Birch,Mines,1.97E+01,1.34,25,25 STX
1072,,Shortsword,Iron,Birch,Candy Land,2.29E+01,1.55,25,25 STX
1073,,Shortsword,Iron,Birch,Nirvana,9.06E+01,6.14,70,70 STX
1074,,Shortsword,Iron,Ebony,Woodland,2.15E+01,1.46,25,25 STX
1075,,Shortsword,Iron,Ebony,Swamp,1.96E+01,1.33,25,25 STX
1076,,Shortsword,Iron,Ebony,Ocean,1.87E+01,1.26,25,25 STX
1077,,Shortsword,Iron,Ebony,Mines,2.00E+01,1.35,25,25 STX
1078,,Shortsword,Iron,Ebony,Candy Land,2.31E+01,1.57,25,25 STX
1079,,Shortsword,Iron,Ebony,Nirvana,9.16E+01,6.21,70,70 STX
1080,,Shortsword,Vulcanic,Oak,Woodland,1.61E+03,109.12,1100,1100 STX
1081,,Shortsword,Vulcanic,Oak,Swamp,1.46E+03,99.28,1005,1005 STX
1082,,Shortsword,Vulcanic,Oak,Ocean,1.40E+03,94.71,955,955 STX
1083,,Shortsword,Vulcanic,Oak,Mines,1.50E+03,101.35,1025,1025 STX
1084,x,Shortsword,Vulcanic,Oak,Candy Land,1.73E+03,117.51,1185,1185 STX
1085,,Shortsword,Vulcanic,Oak,Nirvana,6.86E+03,465.00,4660,4660 STX
1086,,Shortsword,Vulcanic,Cherry,Woodland,6.42E+01,4.35,55,55 STX
1087,,Shortsword,Vulcanic,Cherry,Swamp,5.84E+01,3.96,50,50 STX
1088,,Shortsword,Vulcanic,Cherry,Ocean,5.57E+01,3.77,50,50 STX
1089,,Shortsword,Vulcanic,Cherry,Mines,5.96E+01,4.04,50,50 STX
1090,x,Shortsword,Vulcanic,Cherry,Candy Land,6.91E+01,4.68,55,55 STX
1091,x,Shortsword,Vulcanic,Cherry,Nirvana,2.73E+02,18.53,195,195 STX
1092,,Shortsword,Vulcanic,Maple,Woodland,6.26E+01,4.24,50,50 STX
1093,,Shortsword,Vulcanic,Maple,Swamp,5.69E+01,3.86,50,50 STX
1094,,Shortsword,Vulcanic,Maple,Ocean,5.43E+01,3.68,45,45 STX
1095,,Shortsword,Vulcanic,Maple,Mines,5.81E+01,3.94,50,50 STX
1096,x,Shortsword,Vulcanic,Maple,Candy Land,6.74E+01,4.57,55,55 STX
1097,x,Shortsword,Vulcanic,Maple,Nirvana,2.67E+02,18.07,190,190 STX
1098,,Shortsword,Vulcanic,Birch,Woodland,6.11E+01,4.14,50,50 STX
1099,,Shortsword,Vulcanic,Birch,Swamp,5.56E+01,3.77,50,50 STX
1100,,Shortsword,Vulcanic,Birch,Ocean,5.31E+01,3.60,45,45 STX
1101,,Shortsword,Vulcanic,Birch,Mines,5.68E+01,3.85,50,50 STX
1102,x,Shortsword,Vulcanic,Birch,Candy Land,6.58E+01,4.46,55,55 STX
1103,x,Shortsword,Vulcanic,Birch,Nirvana,2.61E+02,17.66,185,185 STX
1104,,Shortsword,Vulcanic,Ebony,Woodland,6.18E+01,4.19,50,50 STX
1105,,Shortsword,Vulcanic,Ebony,Swamp,5.63E+01,3.81,50,50 STX
1106,,Shortsword,Vulcanic,Ebony,Ocean,5.37E+01,3.64,45,45 STX
1107,,Shortsword,Vulcanic,Ebony,Mines,5.74E+01,3.89,50,50 STX
1108,x,Shortsword,Vulcanic,Ebony,Candy Land,6.66E+01,4.51,55,55 STX
1109,x,Shortsword,Vulcanic,Ebony,Nirvana,2.63E+02,17.86,190,190 STX
1110,,Shortsword,Steel,Oak,Woodland,6.71E+02,45.50,465,465 STX
1111,,Shortsword,Steel,Oak,Swamp,6.11E+02,41.39,425,425 STX
1112,,Shortsword,Steel,Oak,Ocean,5.82E+02,39.48,405,405 STX
1113,,Shortsword,Steel,Oak,Mines,6.23E+02,42.26,435,435 STX
1114,,Shortsword,Steel,Oak,Candy Land,7.23E+02,48.99,500,500 STX
1115,x,Shortsword,Steel,Oak,Nirvana,2.86E+03,193.87,1950,1950 STX
1116,,Shortsword,Steel,Cherry,Woodland,2.67E+01,1.81,30,30 STX
1117,,Shortsword,Steel,Cherry,Swamp,2.43E+01,1.65,25,25 STX
1118,,Shortsword,Steel,Cherry,Ocean,2.32E+01,1.57,25,25 STX
1119,,Shortsword,Steel,Cherry,Mines,2.48E+01,1.68,25,25 STX
1120,,Shortsword,Steel,Cherry,Candy Land,2.88E+01,1.95,30,30 STX
1121,x,Shortsword,Steel,Cherry,Nirvana,1.14E+02,7.73,85,85 STX
1122,,Shortsword,Steel,Maple,Woodland,2.61E+01,1.77,30,30 STX
1123,,Shortsword,Steel,Maple,Swamp,2.37E+01,1.61,25,25 STX
1124,,Shortsword,Steel,Maple,Ocean,2.26E+01,1.53,25,25 STX
1125,,Shortsword,Steel,Maple,Mines,2.42E+01,1.64,25,25 STX
1126,,Shortsword,Steel,Maple,Candy Land,2.81E+01,1.90,30,30 STX
1127,x,Shortsword,Steel,Maple,Nirvana,1.11E+02,7.53,85,85 STX
1128,,Shortsword,Steel,Birch,Woodland,2.55E+01,1.73,25,25 STX
1129,,Shortsword,Steel,Birch,Swamp,2.32E+01,1.57,25,25 STX
1130,,Shortsword,Steel,Birch,Ocean,2.21E+01,1.50,25,25 STX
1131,,Shortsword,Steel,Birch,Mines,2.37E+01,1.60,25,25 STX
1132,,Shortsword,Steel,Birch,Candy Land,2.75E+01,1.86,30,30 STX
1133,x,Shortsword,Steel,Birch,Nirvana,1.09E+02,7.36,85,85 STX
1134,,Shortsword,Steel,Ebony,Woodland,2.58E+01,1.75,25,25 STX
1135,,Shortsword,Steel,Ebony,Swamp,2.35E+01,1.59,25,25 STX
1136,,Shortsword,Steel,Ebony,Ocean,2.24E+01,1.52,25,25 STX
1137,,Shortsword,Steel,Ebony,Mines,2.39E+01,1.62,25,25 STX
1138,,Shortsword,Steel,Ebony,Candy Land,2.78E+01,1.88,30,30 STX
1139,x,Shortsword,Steel,Ebony,Nirvana,1.10E+02,7.45,85,85 STX
1140,,Shortsword,Black,Oak,Woodland,6.70E+02,45.40,465,465 STX
1141,,Shortsword,Black,Oak,Swamp,6.09E+02,41.31,425,425 STX
1142,,Shortsword,Black,Oak,Ocean,5.81E+02,39.41,405,405 STX
1143,,Shortsword,Black,Oak,Mines,6.22E+02,42.17,430,430 STX
1144,,Shortsword,Black,Oak,Candy Land,7.21E+02,48.90,500,500 STX
1145,x,Shortsword,Black,Oak,Nirvana,2.85E+03,193.48,1945,1945 STX
1146,,Shortsword,Black,Cherry,Woodland,2.67E+01,1.81,30,30 STX
1147,,Shortsword,Black,Cherry,Swamp,2.43E+01,1.65,25,25 STX
1148,,Shortsword,Black,Cherry,Ocean,2.32E+01,1.57,25,25 STX
1149,,Shortsword,Black,Cherry,Mines,2.48E+01,1.68,25,25 STX
1150,,Shortsword,Black,Cherry,Candy Land,2.87E+01,1.95,30,30 STX
1151,x,Shortsword,Black,Cherry,Nirvana,1.14E+02,7.71,85,85 STX
1152,,Shortsword,Black,Maple,Woodland,2.60E+01,1.76,30,30 STX
1153,,Shortsword,Black,Maple,Swamp,2.37E+01,1.61,25,25 STX
1154,,Shortsword,Black,Maple,Ocean,2.26E+01,1.53,25,25 STX
1155,,Shortsword,Black,Maple,Mines,2.42E+01,1.64,25,25 STX
1156,,Shortsword,Black,Maple,Candy Land,2.80E+01,1.90,30,30 STX
1157,x,Shortsword,Black,Maple,Nirvana,1.11E+02,7.52,85,85 STX
1158,,Shortsword,Black,Birch,Woodland,2.54E+01,1.72,25,25 STX
1159,,Shortsword,Black,Birch,Swamp,2.31E+01,1.57,25,25 STX
1160,,Shortsword,Black,Birch,Ocean,2.21E+01,1.50,25,25 STX
1161,,Shortsword,Black,Birch,Mines,2.36E+01,1.60,25,25 STX
1162,,Shortsword,Black,Birch,Candy Land,2.74E+01,1.86,30,30 STX
1163,x,Shortsword,Black,Birch,Nirvana,1.08E+02,7.35,85,85 STX
1164,,Shortsword,Black,Ebony,Woodland,2.57E+01,1.74,25,25 STX
1165,,Shortsword,Black,Ebony,Swamp,2.34E+01,1.59,25,25 STX
1166,,Shortsword,Black,Ebony,Ocean,2.23E+01,1.51,25,25 STX
1167,,Shortsword,Black,Ebony,Mines,2.39E+01,1.62,25,25 STX
1168,,Shortsword,Black,Ebony,Candy Land,2.77E+01,1.88,30,30 STX
1169,x,Shortsword,Black,Ebony,Nirvana,1.10E+02,7.43,85,85 STX
1170,,Shortsword,Mithril,Oak,Woodland,6.37E+02,43.19,440,440 STX
1171,,Shortsword,Mithril,Oak,Swamp,5.80E+02,39.29,405,405 STX
1172,,Shortsword,Mithril,Oak,Ocean,5.53E+02,37.48,385,385 STX
1173,,Shortsword,Mithril,Oak,Mines,5.92E+02,40.11,410,410 STX
1174,,Shortsword,Mithril,Oak,Candy Land,6.86E+02,46.51,475,475 STX
1175,x,Shortsword,Mithril,Oak,Nirvana,2.72E+03,184.04,1850,1850 STX
1176,,Shortsword,Mithril,Cherry,Woodland,2.54E+01,1.72,25,25 STX
1177,,Shortsword,Mithril,Cherry,Swamp,2.31E+01,1.57,25,25 STX
1178,,Shortsword,Mithril,Cherry,Ocean,2.20E+01,1.49,25,25 STX
1179,,Shortsword,Mithril,Cherry,Mines,2.36E+01,1.60,25,25 STX
1180,,Shortsword,Mithril,Cherry,Candy Land,2.73E+01,1.85,30,30 STX
1181,x,Shortsword,Mithril,Cherry,Nirvana,1.08E+02,7.33,85,85 STX
1182,,Shortsword,Mithril,Maple,Woodland,2.48E+01,1.68,25,25 STX
1183,,Shortsword,Mithril,Maple,Swamp,2.25E+01,1.53,25,25 STX
1184,,Shortsword,Mithril,Maple,Ocean,2.15E+01,1.46,25,25 STX
1185,,Shortsword,Mithril,Maple,Mines,2.30E+01,1.56,25,25 STX
1186,,Shortsword,Mithril,Maple,Candy Land,2.67E+01,1.81,30,30 STX
1187,x,Shortsword,Mithril,Maple,Nirvana,1.05E+02,7.15,80,80 STX
1188,,Shortsword,Mithril,Birch,Woodland,2.42E+01,1.64,25,25 STX
1189,,Shortsword,Mithril,Birch,Swamp,2.20E+01,1.49,25,25 STX
1190,,Shortsword,Mithril,Birch,Ocean,2.10E+01,1.42,25,25 STX
1191,,Shortsword,Mithril,Birch,Mines,2.25E+01,1.52,25,25 STX
1192,,Shortsword,Mithril,Birch,Candy Land,2.61E+01,1.77,30,30 STX
1193,x,Shortsword,Mithril,Birch,Nirvana,1.03E+02,6.99,80,80 STX
1194,,Shortsword,Mithril,Ebony,Woodland,2.45E+01,1.66,25,25 STX
1195,,Shortsword,Mithril,Ebony,Swamp,2.23E+01,1.51,25,25 STX
1196,,Shortsword,Mithril,Ebony,Ocean,2.12E+01,1.44,25,25 STX
1197,,Shortsword,Mithril,Ebony,Mines,2.27E+01,1.54,25,25 STX
1198,,Shortsword,Mithril,Ebony,Candy Land,2.64E+01,1.79,30,30 STX
1199,x,Shortsword,Mithril,Ebony,Nirvana,1.04E+02,7.07,80,80 STX
1200,x,Shortsword,Adamantite,Oak,Woodland,9.14E+02,61.95,630,630 STX
1201,,Shortsword,Adamantite,Oak,Swamp,8.31E+02,56.36,575,575 STX
1202,,Shortsword,Adamantite,Oak,Ocean,7.93E+02,53.76,550,550 STX
1203,,Shortsword,Adamantite,Oak,Mines,8.49E+02,57.53,585,585 STX
1204,,Shortsword,Adamantite,Oak,Candy Land,9.84E+02,66.71,675,675 STX
1205,x,Shortsword,Adamantite,Oak,Nirvana,3.89E+03,263.97,2650,2650 STX
1206,x,Shortsword,Adamantite,Cherry,Woodland,3.64E+01,2.47,35,35 STX
1207,,Shortsword,Adamantite,Cherry,Swamp,3.31E+01,2.25,30,30 STX
1208,,Shortsword,Adamantite,Cherry,Ocean,3.16E+01,2.14,30,30 STX
1209,,Shortsword,Adamantite,Cherry,Mines,3.38E+01,2.29,35,35 STX
1210,,Shortsword,Adamantite,Cherry,Candy Land,3.92E+01,2.66,35,35 STX
1211,x,Shortsword,Adamantite,Cherry,Nirvana,1.55E+02,10.52,115,115 STX
1212,x,Shortsword,Adamantite,Maple,Woodland,3.55E+01,2.41,35,35 STX
1213,,Shortsword,Adamantite,Maple,Swamp,3.23E+01,2.19,30,30 STX
1214,,Shortsword,Adamantite,Maple,Ocean,3.08E+01,2.09,30,30 STX
1215,,Shortsword,Adamantite,Maple,Mines,3.30E+01,2.24,30,30 STX
1216,,Shortsword,Adamantite,Maple,Candy Land,3.82E+01,2.59,35,35 STX
